Accession,Release_Date,Pangolin,PangoVersions,Random_Sampling,Isolate,Species,Length,Nuc_Completeness,Genotype,Geo_Location,USA,Host,Isolation_Source,Collection_Date
OQ109413,2022-12-23,BF.11.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,IL-CDC-LC0959614,Severe acute respiratory syndrome-related coronavirus,29720,complete,,USA: Illinois,IL,Homo sapiens,oronasopharynx,2022-12-06
OM660339,2022-02-12,BA.1.1.18,4.3.1/1.23.1/v0.1.12/0.3.19,true,CO-CDC-MMB13903750,Severe acute respiratory syndrome-related coronavirus,29779,complete,,USA: Colorado,CO,Homo sapiens,oronasopharynx,2022-01-25
OM742927,2022-02-18,BA.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,GA-CDC-ASC210694588,Severe acute respiratory syndrome-related coronavirus,29793,complete,,USA: Georgia,GA,Homo sapiens,,2022-02-07
OP887793,2022-11-23,CK.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,NV-CDC-QDX43427980,Severe acute respiratory syndrome-related coronavirus,29715,complete,,USA: Nevada,NV,Homo sapiens,oronasopharynx,2022-11-08
ON034093,2022-03-21,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,MI-CDC-QDX34496891,Severe acute respiratory syndrome-related coronavirus,29747,complete,,USA: Michigan,MI,Homo sapiens,oronasopharynx,2022-03-01
OP916066,2022-11-29,CK.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,NY-CDC-QDX43583115,Severe acute respiratory syndrome-related coronavirus,29715,complete,,USA: New York,NY,Homo sapiens,oronasopharynx,2022-11-08
ON085458,2022-03-28,B.1.240,4.3.1/1.23.1/v0.1.12/0.3.19,,C014132011,Severe acute respiratory syndrome-related coronavirus,29809,complete,,"USA: IDAHO, ID",ID,Homo sapiens,oronasopharynx,2020-09-16
ON645368,2022-06-01,BA.2,4.3.1/1.23.1/v0.1.12/0.3.19,,FL-BPHL-8027,Severe acute respiratory syndrome-related coronavirus,29762,complete,,USA: FL,FL,Homo sapiens,,2022-05-06
OP259028,2022-08-19,BF.10,4.3.1/1.23.1/v0.1.12/0.3.19,true,NV-CDC-QDX39612380,Severe acute respiratory syndrome-related coronavirus,29718,complete,,USA: Nevada,NV,Homo sapiens,oronasopharynx,2022-08-01
ON947821,2022-07-08,BG.5,4.3.1/1.23.1/v0.1.12/0.3.19,true,NV-CDC-LC0738412,Severe acute respiratory syndrome-related coronavirus,29693,complete,,USA: Nevada,NV,Homo sapiens,oronasopharynx,2022-06-19
OL728327,2021-12-06,AY.25,4.3.1/1.23.1/v0.1.12/0.3.19,true,NC-CDC-STM-J3RA4K37P,Severe acute respiratory syndrome-related coronavirus,29890,complete,,USA: North Carolina,NC,Homo sapiens,oronasopharynx,2021-11-18
OM344570,2022-01-22,AY.3,4.3.1/1.23.1/v0.1.12/0.3.19,true,IA-CDC-LC0473764,Severe acute respiratory syndrome-related coronavirus,29767,complete,,USA: Iowa,IA,Homo sapiens,oronasopharynx,2022-01-05
OM433767,2022-01-28,AY.44,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDPH-3000118467,Severe acute respiratory syndrome-related coronavirus,29861,complete,,USA,,Homo sapiens,,2021-07-08
ON309864,2022-04-21,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,WV-CDC-ASC210724877,Severe acute respiratory syndrome-related coronavirus,29747,complete,,USA: West Virginia,WV,Homo sapiens,,2022-04-08
OP369407,2022-09-06,BA.5.2.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,TX-CDC-STM-FDXY4U3DF,Severe acute respiratory syndrome-related coronavirus,29844,complete,,USA: Texas,TX,Homo sapiens,oronasopharynx,2022-08-14
OM290633,2022-01-18,BA.1.20,4.3.1/1.23.1/v0.1.12/0.3.19,true,MN-CDC-ASC210558777,Severe acute respiratory syndrome-related coronavirus,29793,complete,,USA: Minnesota,MN,Homo sapiens,,2021-12-29
MZ453498,2021-06-28,B.1.1.7,4.3.1/1.23.1/v0.1.12/0.3.19,true,IN-CDC-ASC210108748,Severe acute respiratory syndrome-related coronavirus,29817,complete,,USA: Indiana,IN,Homo sapiens,,2021-06-10
MW990460,2021-04-22,B.1.526,4.3.1/1.23.1/v0.1.12/0.3.19,true,PA-CDC-ASC210046320,Severe acute respiratory syndrome-related coronavirus,29839,complete,,USA: Pennsylvania,PA,Homo sapiens,,2021-04-05
MW894482,2021-04-09,B.1.1.7,4.3.1/1.23.1/v0.1.12/0.3.19,,FL-BPHL-1979,Severe acute respiratory syndrome-related coronavirus,29763,complete,,USA: FL,FL,Homo sapiens,,2021-03-11
ON897488,2022-07-01,BA.2.12.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,CT-CDC-LC0724660,Severe acute respiratory syndrome-related coronavirus,29598,complete,,USA: Connecticut,CT,Homo sapiens,oronasopharynx,2022-06-20
MZ207142,2021-05-16,B.1.239,4.3.1/1.23.1/v0.1.12/0.3.19,,CA-CZB-29397,Severe acute respiratory syndrome-related coronavirus,29805,complete,,"USA: CA, Contra Costa County",CA,Homo sapiens,,2021-01-05
OL724102,2021-12-06,AY.103,4.3.1/1.23.1/v0.1.12/0.3.19,,CO-CDPHE-2102221246,Severe acute respiratory syndrome-related coronavirus,29769,complete,,USA,,Homo sapiens,,2021-11-09
MZ689948,2021-08-03,C.37,4.3.1/1.23.1/v0.1.12/0.3.19,true,TX-CDC-QDX26573789,Severe acute respiratory syndrome-related coronavirus,29752,complete,,USA: Texas,TX,Homo sapiens,oronasopharynx,2021-07-06
OM078932,2021-12-31,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,TX-CDC-ASC210626917,Severe acute respiratory syndrome-related coronavirus,29799,complete,,USA: Texas,TX,Homo sapiens,,2021-12-16
OM518040,2022-02-04,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,TX-CDC-ASC210593434,Severe acute respiratory syndrome-related coronavirus,29792,complete,,USA: Texas,TX,Homo sapiens,,2022-01-16
ON613435,2022-05-26,BA.1.20,4.3.1/1.23.1/v0.1.12/0.3.19,true,NM-UNM-ED02023,Severe acute respiratory syndrome-related coronavirus,29684,complete,,USA: New Mexico,NM,Homo sapiens,,2022-01-26
OP968340,2022-12-08,DN.2,4.3.1/1.23.1/v0.1.12/0.3.19,true,MO-CDC-LC0943026,Severe acute respiratory syndrome-related coronavirus,29655,complete,,USA: Missouri,MO,Homo sapiens,oronasopharynx,2022-11-21
OL826595,2021-12-13,B.1.568,4.3.1/1.23.1/v0.1.12/0.3.19,,MI-MDHHS-SC22787,Severe acute respiratory syndrome-related coronavirus,29827,complete,,USA: Michigan,MI,Homo sapiens,swab,2020-11-07
ON781563,2022-06-16,BA.5.6,4.3.1/1.23.1/v0.1.12/0.3.19,true,FL-CDC-STM-BAHZEHBPF,Severe acute respiratory syndrome-related coronavirus,29844,complete,,USA: Florida,FL,Homo sapiens,oronasopharynx,2022-06-06
ON350563,2022-04-26,BA.2,4.3.1/1.23.1/v0.1.12/0.3.19,true,NC-CDC-LC0579207,Severe acute respiratory syndrome-related coronavirus,29727,complete,,USA: North Carolina,NC,Homo sapiens,oronasopharynx,2022-04-13
MZ492004,2021-07-02,B.1.1.7,4.3.1/1.23.1/v0.1.12/0.3.19,true,CO-CDC-MMB09042176,Severe acute respiratory syndrome-related coronavirus,29781,complete,,USA: Colorado,CO,Homo sapiens,oronasopharynx,2021-06-02
OQ204161,2023-01-10,B.1.1.7,4.3.1/1.23.1/v0.1.12/0.3.19,,WI-UW-4342,Severe acute respiratory syndrome-related coronavirus,29769,complete,,"USA: Wisconsin, Dane County",WI,Homo sapiens,oronasopharynx,2021-04-22
MZ531381,2021-07-09,B.1.1.7,4.3.1/1.23.1/v0.1.12/0.3.19,true,NC-CDC-LC0078436,Severe acute respiratory syndrome-related coronavirus,29777,complete,,USA: North Carolina,NC,Homo sapiens,oronasopharynx,2021-06-17
OL761671,2021-12-08,AY.25.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,NJ-CDC-ASC210483547,Severe acute respiratory syndrome-related coronavirus,29775,complete,,USA: New Jersey,NJ,Homo sapiens,,2021-11-18
OK245801,2021-09-22,B.1.1.7,4.3.1/1.23.1/v0.1.12/0.3.19,,VSP1076,Severe acute respiratory syndrome-related coronavirus,29885,complete,,USA: Pennsylvania,PA,Homo sapiens,,2021-03-15
OL744012,2021-12-06,AY.25,4.3.1/1.23.1/v0.1.12/0.3.19,true,NM-CDC-2-5184112,Severe acute respiratory syndrome-related coronavirus,29836,complete,,USA: NM,NM,Homo sapiens,,2021-11-08
OM661159,2022-02-12,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,GA-CDC-MMB13983590,Severe acute respiratory syndrome-related coronavirus,29770,complete,,USA: Georgia,GA,Homo sapiens,oronasopharynx,2022-01-28
OM615196,2022-02-08,BA.1.18,4.3.1/1.23.1/v0.1.12/0.3.19,true,WI-CDC-2-5484934,Severe acute respiratory syndrome-related coronavirus,29807,complete,,USA: WI,WI,Homo sapiens,,2022-01-10
OP489674,2022-09-21,BF.10,4.3.1/1.23.1/v0.1.12/0.3.19,true,MI-CDC-QDX41125674,Severe acute respiratory syndrome-related coronavirus,29718,complete,,USA: Michigan,MI,Homo sapiens,oronasopharynx,2022-09-06
OP926356,2022-12-01,BQ.1.11,4.3.1/1.23.1/v0.1.12/0.3.19,true,AZ-CDC-LC0939894,Severe acute respiratory syndrome-related coronavirus,29720,complete,,USA: Arizona,AZ,Homo sapiens,oronasopharynx,2022-11-17
OQ315949,2023-01-24,B.1.234,4.3.1/1.23.1/v0.1.12/0.3.19,,MT-UMGC-04925,Severe acute respiratory syndrome-related coronavirus,29881,complete,,USA: Montana,MT,Homo sapiens,,2020-10-19
ON895666,2022-07-01,BA.5.2.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDC-LC0721406,Severe acute respiratory syndrome-related coronavirus,29627,complete,,USA: California,CA,Homo sapiens,oronasopharynx,2022-06-15
OM495019,2022-02-03,BA.1.1.18,4.3.1/1.23.1/v0.1.12/0.3.19,true,KY-CDC-LC0497575,Severe acute respiratory syndrome-related coronavirus,29654,complete,,USA: Kentucky,KY,Homo sapiens,oronasopharynx,2022-01-11
OP489049,2022-09-21,BA.5.2.8,4.3.1/1.23.1/v0.1.12/0.3.19,true,SC-CDC-QDX41175506,Severe acute respiratory syndrome-related coronavirus,29718,complete,,USA: South Carolina,SC,Homo sapiens,oronasopharynx,2022-09-06
OP305897,2022-08-26,BA.5.2.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,FL-CDC-STM-3XGA75Q3A,Severe acute respiratory syndrome-related coronavirus,29834,complete,,USA: Florida,FL,Homo sapiens,oronasopharynx,2022-08-06
OL993661,2021-12-23,AY.39,4.3.1/1.23.1/v0.1.12/0.3.19,true,NJ-CDC-LC0424174,Severe acute respiratory syndrome-related coronavirus,29772,complete,,USA: New Jersey,NJ,Homo sapiens,oronasopharynx,2021-12-08
MT831256,2020-08-04,B.1.1.291,4.3.1/1.23.1/v0.1.12/0.3.19,,WA-S2127,Severe acute respiratory syndrome-related coronavirus,29868,complete,,"USA: Washington,Yakima County",WA,Homo sapiens,,2020-06-07
MZ084983,2021-05-04,B.1.526,4.3.1/1.23.1/v0.1.12/0.3.19,true,OH-CDC-ASC210054053,Severe acute respiratory syndrome-related coronavirus,29866,complete,,USA: Ohio,OH,Homo sapiens,,2021-04-09
OL774171,2021-12-08,AY.100,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDC-FG-180144,Severe acute respiratory syndrome-related coronavirus,29795,complete,,USA: California,CA,Homo sapiens,oronasopharynx,2021-11-30
OP015914,2022-07-19,BA.5.5,4.3.1/1.23.1/v0.1.12/0.3.19,true,PA-CDC-LC0762041,Severe acute respiratory syndrome-related coronavirus,29687,complete,,USA: Pennsylvania,PA,Homo sapiens,oronasopharynx,2022-07-05
OP622072,2022-10-12,BA.4.6,4.3.1/1.23.1/v0.1.12/0.3.19,true,VA-CDC-QDX41999582,Severe acute respiratory syndrome-related coronavirus,29709,complete,,USA: Virginia,VA,Homo sapiens,oronasopharynx,2022-10-01
OM822782,2022-02-25,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,FL-CDC-STM-A695CWQP4,Severe acute respiratory syndrome-related coronavirus,29839,complete,,USA: Florida,FL,Homo sapiens,oronasopharynx,2022-02-07
OL921823,2021-12-20,AY.25,4.3.1/1.23.1/v0.1.12/0.3.19,true,WI-CDC-ASC210395420,Severe acute respiratory syndrome-related coronavirus,29813,complete,,USA: Wisconsin,WI,Homo sapiens,,2021-11-10
MZ579281,2021-07-20,B.1.1.7,4.3.1/1.23.1/v0.1.12/0.3.19,,VSP2848,Severe acute respiratory syndrome-related coronavirus,29884,complete,,"USA: Pennsylvania, Manheim",PA,Homo sapiens,,2021-04-28
MZ360355,2021-06-09,B.1.1.7,4.3.1/1.23.1/v0.1.12/0.3.19,true,CO-CDC-MMB08837757,Severe acute respiratory syndrome-related coronavirus,29778,complete,,USA: Colorado,CO,Homo sapiens,oronasopharynx,2021-05-17
OM041695,2021-12-28,AY.44,4.3.1/1.23.1/v0.1.12/0.3.19,true,NV-CDC-LC0433367,Severe acute respiratory syndrome-related coronavirus,29733,complete,,USA: Nevada,NV,Homo sapiens,oronasopharynx,2021-12-11
OM988626,2022-03-15,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,CO-CDC-MMB14649759,Severe acute respiratory syndrome-related coronavirus,29770,complete,,USA: Colorado,CO,Homo sapiens,oronasopharynx,2022-03-05
ON355973,2022-04-26,BA.1.17.2,4.3.1/1.23.1/v0.1.12/0.3.19,true,CO-CDPHE-2102823539,Severe acute respiratory syndrome-related coronavirus,29752,complete,,USA,,Homo sapiens,,2022-01-20
OP922771,2022-11-30,BA.1.15,4.3.1/1.23.1/v0.1.12/0.3.19,true,FL-BPHL-15452,Severe acute respiratory syndrome-related coronavirus,29775,complete,,USA: FL,FL,Homo sapiens,,2022-01-11
ON729646,2022-06-10,BA.2.12.1,4.3.1/1.23.1/v0.1.12/0.3.19,,FL-BPHL-8600,Severe acute respiratory syndrome-related coronavirus,29770,complete,,USA: FL,FL,Homo sapiens,,2022-05-15
OP772042,2022-11-03,BA.5.2.21,4.3.1/1.23.1/v0.1.12/0.3.19,true,FL-CDC-QDX42413634,Severe acute respiratory syndrome-related coronavirus,29718,complete,,USA: Florida,FL,Homo sapiens,oronasopharynx,2022-10-11
ON396413,2022-05-03,BA.2,4.3.1/1.23.1/v0.1.12/0.3.19,true,FL-CDC-LC0584749,Severe acute respiratory syndrome-related coronavirus,29727,complete,,USA: Florida,FL,Homo sapiens,oronasopharynx,2022-04-18
MZ512727,2021-07-07,B.1.526,4.3.1/1.23.1/v0.1.12/0.3.19,,VSP1700,Severe acute respiratory syndrome-related coronavirus,29893,complete,,"USA: Pennsylvania, Philadelphia",PA,Homo sapiens,,2021-03-29
OQ404373,2023-02-08,BQ.1.1.29,4.3.1/1.23.1/v0.1.12/0.3.19,true,NY-CDC-LC1002166,Severe acute respiratory syndrome-related coronavirus,29720,complete,,USA: New York,NY,Homo sapiens,oronasopharynx,2023-01-27
OL881518,2021-12-17,AY.25.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,UT-CDC-LC0417948,Severe acute respiratory syndrome-related coronavirus,29767,complete,,USA: Utah,UT,Homo sapiens,oronasopharynx,2021-11-28
ON966432,2022-07-12,BA.2.12.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,AL-CDC-LC0743004,Severe acute respiratory syndrome-related coronavirus,29693,complete,,USA: Alabama,AL,Homo sapiens,oronasopharynx,2022-06-21
MZ213477,2021-05-17,B.1.637,4.3.1/1.23.1/v0.1.12/0.3.19,true,CO-CDC-ASC210067785,Severe acute respiratory syndrome-related coronavirus,29858,complete,,USA: Colorado,CO,Homo sapiens,,2021-04-13
OM032167,2021-12-27,AY.103,4.3.1/1.23.1/v0.1.12/0.3.19,true,CO-CDC-MMB11825280,Severe acute respiratory syndrome-related coronavirus,29787,complete,,USA: Colorado,CO,Homo sapiens,oronasopharynx,2021-11-24
OP318440,2022-08-29,BA.5.5,4.3.1/1.23.1/v0.1.12/0.3.19,true,IN-CDC-STM-DFHR5SRV3,Severe acute respiratory syndrome-related coronavirus,29804,complete,,USA: Indiana,IN,Homo sapiens,oronasopharynx,2022-08-08
MZ167327,2021-05-12,B.1.1.7,4.3.1/1.23.1/v0.1.12/0.3.19,true,MN-CDC-IBX116245300410,Severe acute respiratory syndrome-related coronavirus,29811,complete,,USA: Minnesota,MN,Homo sapiens,,2021-04-06
OP053236,2022-07-25,BA.5.5,4.3.1/1.23.1/v0.1.12/0.3.19,true,UT-UPHL-220715862473,Severe acute respiratory syndrome-related coronavirus,29757,complete,,USA,,Homo sapiens,,2022-06-29
ON082283,2022-03-28,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,UT-UPHL-220312308566,Severe acute respiratory syndrome-related coronavirus,29799,complete,,USA,,Homo sapiens,,2022-02-07
ON585668,2022-05-24,BA.2.12.1,4.3.1/1.23.1/v0.1.12/0.3.19,,SC-COVID22-2962,Severe acute respiratory syndrome-related coronavirus,29724,complete,,USA,,Homo sapiens,oronasopharynx,2022-05-11
OP238300,2022-08-17,BA.2.12.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,CO-CDPHE-2103420594,Severe acute respiratory syndrome-related coronavirus,29779,complete,,USA,,Homo sapiens,,2022-06-24
MW495939,2021-01-21,B.1.436,4.3.1/1.23.1/v0.1.12/0.3.19,true,MN-CDC-2-3714097,Severe acute respiratory syndrome-related coronavirus,29791,complete,,USA: Minnesota,MN,Homo sapiens,,2020-11-30
ON844855,2022-06-25,BA.2.12.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,TX-CDC-QDX37750370,Severe acute respiratory syndrome-related coronavirus,29724,complete,,USA: Texas,TX,Homo sapiens,oronasopharynx,2022-06-06
MZ289942,2021-05-25,B.1.243,4.3.1/1.23.1/v0.1.12/0.3.19,,NMDOH-2021083899,Severe acute respiratory syndrome-related coronavirus,29782,complete,,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2021-03-04
OM301310,2022-01-18,BA.1.1.18,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDC-FG-232255,Severe acute respiratory syndrome-related coronavirus,29823,complete,,USA: California,CA,Homo sapiens,oronasopharynx,2022-01-03
OL920858,2021-12-20,AY.118,4.3.1/1.23.1/v0.1.12/0.3.19,true,NE-CDC-ASC210713225,Severe acute respiratory syndrome-related coronavirus,29816,complete,,USA: Nebraska,NE,Homo sapiens,,2021-11-24
MZ064993,2021-04-30,B.1.1.7,4.3.1/1.23.1/v0.1.12/0.3.19,true,PA-CDC-QDX23849193,Severe acute respiratory syndrome-related coronavirus,29763,complete,,USA: Pennsylvania,PA,Homo sapiens,oronasopharynx,2021-04-11
OP607401,2022-10-11,BA.5.2.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,MI-CDC-STM-DAS54G6CB,Severe acute respiratory syndrome-related coronavirus,29844,complete,,USA: Michigan,MI,Homo sapiens,oronasopharynx,2022-09-23
OP659053,2022-10-18,BA.5.2.53,4.3.1/1.23.1/v0.1.12/0.3.19,true,NY-CDC-LC0898963,Severe acute respiratory syndrome-related coronavirus,29592,complete,,USA: New York,NY,Homo sapiens,oronasopharynx,2022-09-21
ON884516,2022-06-30,BA.2.12.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,DC-CDC-LC0715086,Severe acute respiratory syndrome-related coronavirus,29598,complete,,USA: District of Columbia,DC,Homo sapiens,oronasopharynx,2022-06-14
OL778119,2021-12-09,AY.39,4.3.1/1.23.1/v0.1.12/0.3.19,true,WI-CDC-ASC210486262,Severe acute respiratory syndrome-related coronavirus,29811,complete,,USA: Wisconsin,WI,Homo sapiens,,2021-11-20
OM520408,2022-02-04,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,MD-CDC-LC0501741,Severe acute respiratory syndrome-related coronavirus,29654,complete,,USA: Maryland,MD,Homo sapiens,oronasopharynx,2022-01-19
MZ030586,2021-04-26,B.1.526,4.3.1/1.23.1/v0.1.12/0.3.19,true,CT-CDC-QDX23760811,Severe acute respiratory syndrome-related coronavirus,29772,complete,,USA: Connecticut,CT,Homo sapiens,oronasopharynx,2021-04-05
ON941112,2022-07-07,BA.5.5,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDC-LC0735186,Severe acute respiratory syndrome-related coronavirus,29720,complete,,USA: California,CA,Homo sapiens,oronasopharynx,2022-06-21
OM664670,2022-02-13,BA.1.15,4.3.1/1.23.1/v0.1.12/0.3.19,true,TX-CDC-STM-M55JT5P8D,Severe acute respiratory syndrome-related coronavirus,29873,complete,,USA: Texas,TX,Homo sapiens,oronasopharynx,2022-01-29
OP789400,2022-11-08,BA.5.2.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,NY-CDC-QDX42814115,Severe acute respiratory syndrome-related coronavirus,29718,complete,,USA: New York,NY,Homo sapiens,oronasopharynx,2022-10-19
MW739818,2021-03-14,B.1.1.205,4.3.1/1.23.1/v0.1.12/0.3.19,,CA-CZB-25631,Severe acute respiratory syndrome-related coronavirus,29856,complete,,"USA: CA, Santa Clara County",CA,Homo sapiens,,2021-01-31
OR402385,2023-08-07,B.1.1.518,4.3.1/1.23.1/v0.1.12/0.3.19,,IL-RIPHL_12147_Y,Severe acute respiratory syndrome-related coronavirus,29832,complete,,"USA: Illinois, Chicago",IL,Homo sapiens,oronasopharynx,2020-10-15
OM353214,2022-01-24,BA.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,NY-CDC-ASC210561568,Severe acute respiratory syndrome-related coronavirus,29792,complete,,USA: New York,NY,Homo sapiens,,2021-12-30
ON052646,2022-03-23,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDC-QDX34746678,Severe acute respiratory syndrome-related coronavirus,29747,complete,,USA: California,CA,Homo sapiens,oronasopharynx,2022-03-12
OM665569,2022-02-13,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,UT-CDC-QDX33353950,Severe acute respiratory syndrome-related coronavirus,29747,complete,,USA: Utah,UT,Homo sapiens,oronasopharynx,2022-01-26
MZ337043,2021-06-03,B.1.1.7,4.3.1/1.23.1/v0.1.12/0.3.19,true,TX-CDC-QDX25062976,Severe acute respiratory syndrome-related coronavirus,29763,complete,,USA: Texas,TX,Homo sapiens,oronasopharynx,2021-05-17
MW728683,2021-03-11,B.1.2,4.3.1/1.23.1/v0.1.12/0.3.19,true,TX-CDC-QDX22291613,Severe acute respiratory syndrome-related coronavirus,29782,complete,,USA: Texas,TX,Homo sapiens,oronasopharynx,2021-02-17
OP790932,2022-11-08,BQ.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,MI-CDC-LC0922584,Severe acute respiratory syndrome-related coronavirus,29657,complete,,USA: Michigan,MI,Homo sapiens,oronasopharynx,2022-10-24
OM024644,2021-12-27,AY.100,4.3.1/1.23.1/v0.1.12/0.3.19,true,CO-CDC-MMB11886499,Severe acute respiratory syndrome-related coronavirus,29787,complete,,USA: Colorado,CO,Homo sapiens,oronasopharynx,2021-11-29
MZ270474,2021-05-24,B.1.1.7,4.3.1/1.23.1/v0.1.12/0.3.19,true,PA-CDC-QDX24520347,Severe acute respiratory syndrome-related coronavirus,29763,complete,,USA: Pennsylvania,PA,Homo sapiens,oronasopharynx,2021-04-29
MZ622638,2021-07-26,B.1.2,4.3.1/1.23.1/v0.1.12/0.3.19,,CA-CHLA-PLM86544901,Severe acute respiratory syndrome-related coronavirus,29903,complete,,"USA: California,Los Angeles County",CA,Homo sapiens,oronasopharynx,2020-12-03
ON083084,2022-03-28,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,UT-UPHL-220318460562,Severe acute respiratory syndrome-related coronavirus,29780,complete,,USA,,Homo sapiens,,2022-02-16
MZ275049,2021-05-24,B.1.1.7,4.3.1/1.23.1/v0.1.12/0.3.19,true,IL-CDC-QDX24603915,Severe acute respiratory syndrome-related coronavirus,29763,complete,,USA: Illinois,IL,Homo sapiens,oronasopharynx,2021-05-03
OM967930,2022-03-11,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,OH-CDC-MMB14382721,Severe acute respiratory syndrome-related coronavirus,29770,complete,,USA: Ohio,OH,Homo sapiens,oronasopharynx,2022-02-15
OQ510484,2023-02-24,BQ.1.1.24,4.3.1/1.23.1/v0.1.12/0.3.19,true,IL-CDC-LC1010935,Severe acute respiratory syndrome-related coronavirus,29687,complete,,USA: Illinois,IL,Homo sapiens,oronasopharynx,2023-02-09
OP332340,2022-08-30,BA.5.2.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDC-LC0848229,Severe acute respiratory syndrome-related coronavirus,29720,complete,,USA: California,CA,Homo sapiens,oronasopharynx,2022-08-14
ON606721,2022-05-26,BA.2,4.3.1/1.23.1/v0.1.12/0.3.19,true,MO-CDC-LC0640573,Severe acute respiratory syndrome-related coronavirus,29693,complete,,USA: Missouri,MO,Homo sapiens,oronasopharynx,2022-05-07
MZ165828,2021-05-12,Q.3,4.3.1/1.23.1/v0.1.12/0.3.19,,VA-DCLS-4233,Severe acute respiratory syndrome-related coronavirus,29785,complete,,USA: Virginia,VA,Homo sapiens,,2021-03
OM371670,2022-01-25,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,LA-CDC-STM-Q398DWMJK,Severe acute respiratory syndrome-related coronavirus,29859,complete,,USA: Louisiana,LA,Homo sapiens,oronasopharynx,2022-01-10
OM996958,2022-03-16,BA.1.18,4.3.1/1.23.1/v0.1.12/0.3.19,true,CO-CDC-MMB14497763,Severe acute respiratory syndrome-related coronavirus,29770,complete,,USA: Colorado,CO,Homo sapiens,oronasopharynx,2022-02-22
MZ685061,2021-08-03,Q.3,4.3.1/1.23.1/v0.1.12/0.3.19,,ALTCOV-ZC6J2UM6TBCDZKDN,Severe acute respiratory syndrome-related coronavirus,29811,complete,,USA,,Homo sapiens,,2021-05-19
OM101433,2022-01-03,AY.25,4.3.1/1.23.1/v0.1.12/0.3.19,true,IN-CDC-STM-5CGMDGF9U,Severe acute respiratory syndrome-related coronavirus,29890,complete,,USA: Indiana,IN,Homo sapiens,oronasopharynx,2021-12-11
